Invoice(Invoice Auto ID)_Invoice No.,Item No.,Contract(Contract ID)_Contract No.,Contract Line Item(Contract Line Item Auto ID)_Line No.,Amount (Converted),Implementation Project(Project)_Project ID,Line Item Type,Unit Price,SOV Item(SOV Item Auto ID)_SOV Item ID-Name,Unit Price (Converted),Vendor(Vendor)_Vendor ID,Amount Less Retainage,Amount,Overhead,Profit,CIP Unit(Unit ID)_Unit Short Name
CP0726 Pay App 1 Talis,1,DO-F165-17003176,1,17809.83,CP0726CAP,,17809.83,,17809.83,,17809.83,17809.83,0,0,
CP0727 Talis 2189-1 Pmt 1,1,DO-F165-17002189,1,39595.71,CP0727CAP,,44700.93,,44700.93,,39595.71,39595.71,0,0,
CP0727 Talis 2189-2 Final,1,DO-F165-17002189,1,5105.22,CP0727CAP,,44700.93,,44700.93,,5105.22,5105.22,0,0,
CP0745 AMEC S42111320,1,DO-F165-18002205,1,862.5,,,102410,,102410,,862.5,862.5,0,0,
cp0745 AMEC S42111399,1,DO-F165-18002205,1,21867.83,,,102410,,102410,,21867.83,21867.83,0,0,
CP0746 AdaptiveArch 6863,1,DO-F165-17003335,1,8090,,,26842,,26842,,8090,8090,0,0,
CP0746 AdaptiveArch 6874,1,DO-F165-17003335,1,3149,,,26842,,26842,,3149,3149,0,0,
CP0746 Coffman 11,1,CT-F165-16000117,1,3010,CP0398CAP,,114856,,114856,,3010,3010,0,0,
cp0746 coffman 12&13,1,CT-F165-16000117,1,4678,CP0398CAP,,114856,,114856,,4678,4678,0,0,
CP0746 Coffman 14,1,CT-F165-16000117,1,2664,CP0398CAP,,114856,,114856,,2664,2664,0,0,
CP0746 Coffman 15,1,CT-F165-16000117,1,2422,CP0398CAP,,114856,,114856,,2422,2422,0,0,
CP0746 Coffman 16,1,CT-F165-16000117,1,2422,CP0398CAP,,114856,,114856,,2422,2422,0,0,
CP0746 Coffman 16ea0210,1,CT-F165-16000117,1,4816,CP0398CAP,,114856,,114856,,4816,4816,0,0,
CP0746 Coffman 17,1,CT-F165-16000117,1,2318,CP0398CAP,,114856,,114856,,2318,2318,0,0,
CP0746 Coffman 18,1,CT-F165-16000117,1,1510,CP0398CAP,,114856,,114856,,1510,1510,0,0,
CP0746 Coffman 6-9,1,CT-F165-16000117,1,19298,CP0398CAP,,114856,,114856,,19298,19298,0,0,
CP0746 Saemisch 1,1,DO-F165-17003335,1,9415,,,26842,,26842,,9415,9415,0,0,
CP0767 PEARSON 27273,1,DO-F165-17007293,1,6240,,,108880,,108880,,6240,6240,0,0,
CP0767 PEARSON 27305,1,DO-F165-17007293,1,12376,,,108880,,108880,,12376,12376,0,0,
CP0767 PEARSON 27350,1,DO-F165-17007293,1,21632,,,108880,,108880,,21632,21632,0,0,
CP0767 PEARSON 27392,1,DO-F165-17007293,1,14352,,,108880,,108880,,14352,14352,0,0,
CP0767 PEARSON 27398,1,DO-F165-17007293,1,1912.5,,,108880,,108880,,1912.5,1912.5,0,0,
CP0767 PEARSON 27434,1,DO-F165-17007293,1,9984,,,108880,,108880,,9984,9984,0,0,
CP0767 Pearson 28178,1,DO-F165-17007293,1,2080,,,108880,,108880,,2080,2080,0,0,
CP0770 TaylorRymar 24368,1,DO-F165-17004625,1,7930,,,34790,,34790,,7930,7930,0,0,
CP0781 Adaptive 6945,1,CT-F165-17000166,1,5965,,,26215,,26215,,5965,5965,0,0,
CP0781 Adaptive 6953,1,CT-F165-17000166,1,8315,,,26215,,26215,,8315,8315,0,0,
CP0781 Adaptive 6974,1,CT-F165-17000166,1,5520,,,26215,,26215,,5520,5520,0,0,
CP0781 Adaptive 7001/7078/7203,1,CT-F165-17000166,1,4315,,,26215,,26215,,4315,4315,0,0,
CP0781 Adaptive 7001/7078/7203,2,CT-F165-17000166,2,11372.5,,,17415,,17415,,11372.5,11372.5,0,0,LS
CP0781 Historic Streetscapes 1703DF-01,1,CT-F165-17000164,1,9763,,,15185,,15185,,9763,9763,0,0,
CP0781 Historic Streetscapes 1705DF-01,1,CT-F165-17000165,1,12450,,,15260,,15260,,12450,12450,0,0,
CP0785 IMEG 17001559001,1,CT-F165-18000013,1,12603.17,,,62735,,62735,,12603.17,12603.17,0,0,
CP0796 BP 1-2,1,DO-F165-17009112,1,8800,,,8800,,8800,,8800,8800,0,0,
CP0806 BF 1-2FINAL,1,DO-F165-18004452,1,81082.69,,,81082.69,,81082.69,,81082.69,81082.69,0,0,
CP0823BR17-1,1,DO-F165-22007888,1,28096,,,159298,,159298,,28096,28096,0,0,
CP094 EPS Group 15-351-5,1,DO-F165-16003670,2,6200,CP0394CAP,,6200,,6200,,6200,6200,0,0,LS
CP0948ST01-01,1,DO-F165-22010436,1,8039.52,,,67083.04,,67083.04,,8039.52,8039.52,0,0,
CP14060 Visus 2,1,CT-F165-16000086,1,280652.4,C10460CAP,,1279000,,1279000,,280652.4,280652.4,0,0,
CP203 Archer Western 3,1,CT-F165-16000053,1,92672.08,CP0203CAP,,3140500,,3140500,,92672.08,92672.08,0,0,
CP300DRPP GAVAN&BARKER 972,1,DO-F165-16000330,1,7413.58,,,43115,,43115,,7413.58,7413.58,0,0,
CP440 Saemisch & Dibella 1-11,1,CT-F165-15000022,1,243574.3,,,431755,,431755,,243574.3,243574.3,0,0,
Dibble PMT 101437-44 & 45,1,CT-F165-15000021,3,335.29,,,184763.97,,184763.97,,335.29,335.29,0,0,
Dibble PMT 101437-44 & 45,2,CT-F165-15000021,4,13511.31,,,127869,,127869,,13511.31,13511.31,0,0,
Dibble PMTS 2 - 10,1,CT-F165-17000121,1,62038.5,,,229665,,229665,,62038.5,62038.5,0,0,
Dibble PMTS 41-43,4,CT-F165-15000021,3,243.23,,,184763.97,,184763.97,,243.23,243.23,0,0,
Dibble PMTS 41-43,5,CT-F165-15000021,4,419.08,,,127869,,127869,,419.08,419.08,0,0,
Dibble PMTS 41-43,2,CT-F165-15000021,4,1923.61,,,127869,,127869,,1923.61,1923.61,0,0,
Dibble PMTS 41-43,3,CT-F165-15000021,4,3847.62,,,127869,,127869,,3847.62,3847.62,0,0,
Dibble PMTS 41-43,1,CT-F165-15000021,4,22293.12,,,127869,,127869,,22293.12,22293.12,0,0,
E00013-1,1,DO-F165-21001058,1,7012.5,,,8580,,8580,,7012.5,7012.5,0,0,
E01002-1,1,DO-F165-21004448,1,20790,,,171270,,171270,,20790,20790,0,0,
E01002-2,1,DO-F165-21004448,1,63112.5,,,171270,,171270,,63112.5,63112.5,0,0,
E01024-1,1,DO -F165-22003975,1,3877.5,,,7920,,7920,,3877.5,3877.5,0,0,
E01024-2,1,DO -F165-22003975,1,907.5,,,7920,,7920,,907.5,907.5,0,0,
Energy Systems PYMNTS 3-8,1,DO-F165-17002967,1,6125,CP0348 Master,,27845,,27845,,6125,6125,0,0,
Felix Construction PMT 3 Final,1,DO-F165-16005310,2,1954.68,CP0381SES,,14484.81,,14484.81,,1954.68,1954.68,0,0,LS
Felix Construction PMT 3 Final,2,DO-F165-16005310,3,3779.51,CP0381SES,,3779.51,,3779.51,,3779.51,3779.51,0,0,
Felix PMT 5,1,DO-F165-17004732R,1,1577.75,,,105285.41,,105285.41,,1577.75,1577.75,0,0,
Felix PMT 5,2,DO-F165-17004732R,2,4572.47,,,4572.47,,4572.47,,4572.47,4572.47,0,0,EA
Felix PMT 7,1,DO-F165-17003779,1,1300.43,,,510140.43,,510140.43,,1300.43,1300.43,0,0,
Felix PMTS 4 & 5,1,DO-F165-17001771,1,12036.89,LF0089162 - OLD,,512366.89,,512366.89,,12036.89,12036.89,0,0,
Haydon PMTS 4 - 7,1,CT-F165-17000137,1,4719382.06,,,5754021,,5754021,,4719382.06,4719382.06,0,0,
Haydon PMTS 4 - 7,8,CT-F165-17000137,10,2182.73,,,2182.73,,2182.73,,2182.73,2182.73,0,0,
Haydon PMTS 4 - 7,9,CT-F165-17000137,11,3078.82,,,3078.82,,3078.82,,3078.82,3078.82,0,0,
Haydon PMTS 4 - 7,10,CT-F165-17000137,12,1707.93,,,1707.93,,1707.93,,1707.93,1707.93,0,0,
Haydon PMTS 4 - 7,11,CT-F165-17000137,13,898.37,,,898.37,,898.37,,898.37,898.37,0,0,
Haydon PMTS 4 - 7,12,CT-F165-17000137,14,538.57,,,538.57,,538.57,,538.57,538.57,0,0,
Haydon PMTS 4 - 7,13,CT-F165-17000137,15,1849.11,,,1849.11,,1849.11,,1849.11,1849.11,0,0,
Haydon PMTS 4 - 7,14,CT-F165-17000137,16,1537.13,,,1537.13,,1537.13,,1537.13,1537.13,0,0,
Haydon PMTS 4 - 7,15,CT-F165-17000137,17,6344.38,,,6344.38,,6344.38,,6344.38,6344.38,0,0,
Haydon PMTS 4 - 7,16,CT-F165-17000137,18,2172.48,,,2172.48,,2172.48,,2172.48,2172.48,0,0,
Haydon PMTS 4 - 7,17,CT-F165-17000137,19,3562.74,,,3562.74,,3562.74,,3562.74,3562.74,0,0,
Haydon PMTS 4 - 7,2,CT-F165-17000137,2,149938,,,149938,,149938,,149938,149938,0,0,LS
Haydon PMTS 4 - 7,18,CT-F165-17000137,26,1647.58,,,1647.58,,1647.58,,1647.58,1647.58,0,0,
Haydon PMTS 4 - 7,19,CT-F165-17000137,27,3099.32,,,3099.32,,3099.32,,3099.32,3099.32,0,0,
Haydon PMTS 4 - 7,20,CT-F165-17000137,28,2186.15,,,2186.15,,2186.15,,2186.15,2186.15,0,0,
Haydon PMTS 4 - 7,21,CT-F165-17000137,29,5496.11,,,5496.11,,5496.11,,5496.11,5496.11,0,0,
Haydon PMTS 4 - 7,3,CT-F165-17000137,3,1711,,,1711,,1711,,1711,1711,0,0,LS
Haydon PMTS 4 - 7,22,CT-F165-17000137,30,1335.6,,,1335.6,,1335.6,,1335.6,1335.6,0,0,
Haydon PMTS 4 - 7,23,CT-F165-17000137,33,19940.63,,,19940.63,,19940.63,,19940.63,19940.63,0,0,
Haydon PMTS 4 - 7,24,CT-F165-17000137,35,3077,,,3077,,3077,,3077,3077,0,0,LS
Haydon PMTS 4 - 7,25,CT-F165-17000137,36,4250,,,4250,,4250,,4250,4250,0,0,LS
Haydon PMTS 4 - 7,26,CT-F165-17000137,37,1053.22,,,1053.22,,1053.22,,1053.22,1053.22,0,0,LS
Haydon PMTS 4 - 7,27,CT-F165-17000137,38,15988,,,15988,,15988,,15988,15988,0,0,LS
Haydon PMTS 4 - 7,28,CT-F165-17000137,39,43451,,,43451,,43451,,43451,43451,0,0,
Haydon PMTS 4 - 7,29,CT-F165-17000137,40,727,,,727,,727,,727,727,0,0,
Haydon PMTS 4 - 7,30,CT-F165-17000137,42,32888.85,,,32888.85,,32888.85,,32888.85,32888.85,0,0,
Haydon PMTS 4 - 7,31,CT-F165-17000137,45,14019.82,,,14019.82,,14019.82,,14019.82,14019.82,0,0,
Haydon PMTS 4 - 7,4,CT-F165-17000137,6,1759.8,,,8477.01,,8477.01,,1759.8,1759.8,0,0,
Haydon PMTS 4 - 7,5,CT-F165-17000137,7,1352.68,,,1352.68,,1352.68,,1352.68,1352.68,0,0,
Haydon PMTS 4 - 7,6,CT-F165-17000137,8,3757.44,,,3757.44,,3757.44,,3757.44,3757.44,0,0,
Haydon PMTS 4 - 7,7,CT-F165-17000137,9,483.91,,,483.91,,483.91,,483.91,483.91,0,0,
Historical Streetscapes 1501FMM-03R,1,DO-F165-16001311,1,5191.25,,,20765,,20765,,5191.25,5191.25,0,0,
Invoice #1,1,CT-F165-21000061,1,30621,,,105721,,105721,,30621,30621,0,0,
J2 Engineering PMTS 4-5,1,CT-F165-17000054,1,6118.81,CP0343CAP,,46281,,46281,,6118.81,6118.81,0,0,
Jensen PMT 4,1,CT-F165-16000093,1,475,CP06400001,,14400,,14400,,475,475,0,0,
Jensen PMT 5 Final,1,CT-F165-16000056,1,2000,CP0508CAP,,44700,,44700,,2000,2000,0,0,
Jensen PMT 5 Final,2,CT-F165-16000056,2,917.5,CP0508CAP,,917.5,,917.5,,917.5,917.5,0,0,LS
Kinkaid PMTS 4 - 20,1,CT-F165-17000103,1,42726,,,1,,1,,42726,42726,0,0,
Kinkaid PMTS 4 - 20,10,CT-F165-17000103,10,810,,,27,,27,,810,810,0,0,
Kinkaid PMTS 4 - 20,11,CT-F165-17000103,11,51911,,,18.5,,18.5,,51911,51911,0,0,
Kinkaid PMTS 4 - 20,12,CT-F165-17000103,12,10446.5,,,8.5,,8.5,,10446.5,10446.5,0,0,
Kinkaid PMTS 4 - 20,13,CT-F165-17000103,13,24176,,,16,,16,,24176,24176,0,0,
Kinkaid PMTS 4 - 20,14,CT-F165-17000103,14,3444,,,6,,6,,3444,3444,0,0,
Kinkaid PMTS 4 - 20,15,CT-F165-17000103,15,2100,,,12,,12,,2100,2100,0,0,
Kinkaid PMTS 4 - 20,16,CT-F165-17000103,16,1111.5,,,4.5,,4.5,,1111.5,1111.5,0,0,
Kinkaid PMTS 4 - 20,17,CT-F165-17000103,17,14307,,,57,,57,,14307,14307,0,0,
Kinkaid PMTS 4 - 20,18,CT-F165-17000103,18,2011,,,1,,1,,2011,2011,0,0,
Kinkaid PMTS 4 - 20,19,CT-F165-17000103,19,13260,,,6.5,,6.5,,13260,13260,0,0,
Kinkaid PMTS 4 - 20,2,CT-F165-17000103,2,84012.38,,,3,,3,,84012.38,84012.38,0,0,
Kinkaid PMTS 4 - 20,20,CT-F165-17000103,20,23000,,,23000,,23000,,23000,23000,0,0,
Kinkaid PMTS 4 - 20,21,CT-F165-17000103,21,4275,,,285,,285,,4275,4275,0,0,
Kinkaid PMTS 4 - 20,22,CT-F165-17000103,22,600,,,300,,300,,600,600,0,0,
Kinkaid PMTS 4 - 20,23,CT-F165-17000103,23,4950,,,275,,275,,4950,4950,0,0,
Kinkaid PMTS 4 - 20,24,CT-F165-17000103,24,7825,,,7825,,7825,,7825,7825,0,0,
Kinkaid PMTS 4 - 20,25,CT-F165-17000103,25,21000,,,21000,,21000,,21000,21000,0,0,
Kinkaid PMTS 4 - 20,26,CT-F165-17000103,26,11880,,,16.5,,16.5,,11880,11880,0,0,
Kinkaid PMTS 4 - 20,27,CT-F165-17000103,27,30850,,,6170,,6170,,30850,30850,0,0,
Kinkaid PMTS 4 - 20,28,CT-F165-17000103,28,3600,,,300,,300,,3600,3600,0,0,
Kinkaid PMTS 4 - 20,29,CT-F165-17000103,29,20280,,,169,,169,,20280,20280,0,0,
Kinkaid PMTS 4 - 20,3,CT-F165-17000103,3,27866.86,,,44,,44,,27866.86,27866.86,0,0,
Kinkaid PMTS 4 - 20,30,CT-F165-17000103,30,6000,,,100,,100,,6000,6000,0,0,
Kinkaid PMTS 4 - 20,31,CT-F165-17000103,31,42515,,,55,,55,,42515,42515,0,0,
Kinkaid PMTS 4 - 20,32,CT-F165-17000103,32,316820,,,1460,,1460,,316820,316820,0,0,
Kinkaid PMTS 4 - 20,33,CT-F165-17000103,33,862974,,,162,,162,,862974,862974,0,0,
Kinkaid PMTS 4 - 20,34,CT-F165-17000103,34,3556800,,,240,,240,,3556800,3556800,0,0,
Kinkaid PMTS 4 - 20,35,CT-F165-17000103,35,465000,,,465000,,465000,,465000,465000,0,0,
Kinkaid PMTS 4 - 20,36,CT-F165-17000103,36,37125,,,1485,,1485,,37125,37125,0,0,
Kinkaid PMTS 4 - 20,37,CT-F165-17000103,37,448000,,,32000,,32000,,448000,448000,0,0,
Kinkaid PMTS 4 - 20,38,CT-F165-17000103,38,165000,,,55000,,55000,,165000,165000,0,0,
Kinkaid PMTS 4 - 20,39,CT-F165-17000103,39,22825,,,22825,,22825,,22825,22825,0,0,
Kinkaid PMTS 4 - 20,4,CT-F165-17000103,4,31860,,,54,,54,,31860,31860,0,0,
Kinkaid PMTS 4 - 20,40,CT-F165-17000103,40,15050,,,15050,,15050,,15050,15050,0,0,
Kinkaid PMTS 4 - 20,41,CT-F165-17000103,41,76000,,,38000,,38000,,76000,76000,0,0,
Kinkaid PMTS 4 - 20,42,CT-F165-17000103,42,260000,,,52000,,52000,,260000,260000,0,0,
Kinkaid PMTS 4 - 20,43,CT-F165-17000103,43,82560,,,128,,128,,82560,82560,0,0,
Kinkaid PMTS 4 - 20,44,CT-F165-17000103,44,34000,,,4250,,4250,,34000,34000,0,0,
Kinkaid PMTS 4 - 20,45,CT-F165-17000103,45,68000,,,17000,,17000,,68000,68000,0,0,
Kinkaid PMTS 4 - 20,46,CT-F165-17000103,46,1010,,,1010,,1010,,1010,1010,0,0,
Kinkaid PMTS 4 - 20,47,CT-F165-17000103,47,63215,,,1345,,1345,,63215,63215,0,0,
Kinkaid PMTS 4 - 20,48,CT-F165-17000103,48,6400,,,3200,,3200,,6400,6400,0,0,
Kinkaid PMTS 4 - 20,49,CT-F165-17000103,49,14000,,,1400,,1400,,14000,14000,0,0,
Kinkaid PMTS 4 - 20,5,CT-F165-17000103,5,11160,,,60,,60,,11160,11160,0,0,
Kinkaid PMTS 4 - 20,50,CT-F165-17000103,50,21150,,,21150,,21150,,21150,21150,0,0,
Kinkaid PMTS 4 - 20,51,CT-F165-17000103,51,32375,,,35000,,35000,,32375,32375,0,0,
Kinkaid PMTS 4 - 20,52,CT-F165-17000103,52,6550,,,6550,,6550,,6550,6550,0,0,
Kinkaid PMTS 4 - 20,53,CT-F165-17000103,53,5706.25,,,10375,,10375,,5706.25,5706.25,0,0,
Kinkaid PMTS 4 - 20,54,CT-F165-17000103,54,97502.33,,,500000,,500000,,97502.33,97502.33,0,0,
Kinkaid PMTS 4 - 20,55,CT-F165-17000103,55,26880,,,56,,56,,26880,26880,0,0,
Kinkaid PMTS 4 - 20,56,CT-F165-17000103,56,11555.57,CP0054CAP,,11555.57,,11555.57,,11555.57,11555.57,0,0,LS
Kinkaid PMTS 4 - 20,57,CT-F165-17000103,57,12278.03,CP0054CAP,,12278.03,,12278.03,,12278.03,12278.03,0,0,LS
Kinkaid PMTS 4 - 20,58,CT-F165-17000103,58,55769.93,CP0054CAP,,55769.93,,55769.93,,55769.93,55769.93,0,0,LS
Kinkaid PMTS 4 - 20,59,CT-F165-17000103,59,52628.1,CP0054CAP,,52628.1,,52628.1,,52628.1,52628.1,0,0,LS
Kinkaid PMTS 4 - 20,6,CT-F165-17000103,6,15048,,,76,,76,,15048,15048,0,0,
Kinkaid PMTS 4 - 20,60,CT-F165-17000103,60,9027.46,CP0054CAP,,9027.46,,9027.46,,9027.46,9027.46,0,0,LS
Kinkaid PMTS 4 - 20,61,CT-F165-17000103,61,17470.88,CP0054CAP,,17470.88,,17470.88,,17470.88,17470.88,0,0,LS
Kinkaid PMTS 4 - 20,62,CT-F165-17000103,62,11935.43,CP0054CAP,,11935.43,,11935.43,,11935.43,11935.43,0,0,LS
Kinkaid PMTS 4 - 20,63,CT-F165-17000103,63,15045.77,CP0054CAP,,15045.77,,15045.77,,15045.77,15045.77,0,0,
Kinkaid PMTS 4 - 20,64,CT-F165-17000103,64,0,CP0054CAP,,0,,0,,0,0,0,0,
Kinkaid PMTS 4 - 20,65,CT-F165-17000103,65,142948.22,CP0054CAP,,142948.22,,142948.22,,142948.22,142948.22,0,0,LS
Kinkaid PMTS 4 - 20,66,CT-F165-17000103,66,811.53,CP0054CAP,,811.53,,811.53,,811.53,811.53,0,0,LS
Kinkaid PMTS 4 - 20,67,CT-F165-17000103,67,0,CP0054CAP,,0,,0,,0,0,0,0,LS
Kinkaid PMTS 4 - 20,68,CT-F165-17000103,68,23577.56,CP0054CAP,,23577.56,,23577.56,,23577.56,23577.56,0,0,LS
Kinkaid PMTS 4 - 20,69,CT-F165-17000103,69,4732.54,CP0054CAP,,4732.54,,4732.54,,4732.54,4732.54,0,0,
Kinkaid PMTS 4 - 20,7,CT-F165-17000103,7,107376,,,48,,48,,107376,107376,0,0,
Kinkaid PMTS 4 - 20,70,CT-F165-17000103,70,16218.98,CP0054CAP,,16218.98,,16218.98,,16218.98,16218.98,0,0,LS
Kinkaid PMTS 4 - 20,71,CT-F165-17000103,71,5175.97,CP0054CAP,,5175.97,,5175.97,,5175.97,5175.97,0,0,LS
Kinkaid PMTS 4 - 20,72,CT-F165-17000103,72,24016.33,CP0054CAP,,24016.33,,24016.33,,24016.33,24016.33,0,0,LS
Kinkaid PMTS 4 - 20,73,CT-F165-17000103,73,14308.92,CP0054CAP,,14308.92,,14308.92,,14308.92,14308.92,0,0,LS
Kinkaid PMTS 4 - 20,74,CT-F165-17000103,74,12456.48,CP0054CAP,,12456.48,,12456.48,,12456.48,12456.48,0,0,LS
Kinkaid PMTS 4 - 20,75,CT-F165-17000103,75,37934.23,CP0054CAP,,37934.23,,37934.23,,37934.23,37934.23,0,0,EA
Kinkaid PMTS 4 - 20,76,CT-F165-17000103,76,11732.02,CP0054CAP,,11732.02,,11732.02,,11732.02,11732.02,0,0,LS
Kinkaid PMTS 4 - 20,77,CT-F165-17000103,77,12607.05,CP0054CAP,,12607.05,,12607.05,,12607.05,12607.05,0,0,LS
Kinkaid PMTS 4 - 20,78,CT-F165-17000103,78,19401.55,CP0054CAP,,19401.55,,19401.55,,19401.55,19401.55,0,0,LS
Kinkaid PMTS 4 - 20,79,CT-F165-17000103,79,7998.21,CP0054CAP,,7998.21,,7998.21,,7998.21,7998.21,0,0,LS
Kinkaid PMTS 4 - 20,8,CT-F165-17000103,8,8025,,,107,,107,,8025,8025,0,0,
Kinkaid PMTS 4 - 20,80,CT-F165-17000103,81,29538.29,CP0054CAP,,29538.29,,29538.29,,29538.29,29538.29,0,0,LS
Kinkaid PMTS 4 - 20,81,CT-F165-17000103,82,55000.32,CP0054CAP,,55000.32,,55000.32,,55000.32,55000.32,0,0,LF
Kinkaid PMTS 4 - 20,82,CT-F165-17000103,83,4066.1,CP0054CAP,,4066.1,,4066.1,,4066.1,4066.1,0,0,LS
Kinkaid PMTS 4 - 20,83,CT-F165-17000103,84,7591.86,CP0054CAP,,7591.86,,7591.86,,7591.86,7591.86,0,0,LS
Kinkaid PMTS 4 - 20,9,CT-F165-17000103,9,4608,,,6,,6,,4608,4608,0,0,
Kreuzer PMTS 10-21,1,CT-F165-17000119,1,48511.77,,,635237,,635237,,48511.77,48511.77,0,0,
Kreuzer PMTS 10-21,2,CT-F165-17000119,2,52072,CP0571BOND,,52072,,52072,,52072,52072,0,0,
Kreuzer PMTS 10-21,3,CT-F165-17000119,3,49920.41,CP0571BOND,,75199,,75199,,49920.41,49920.41,0,0,
LEA PMT 24,1,DO-F165-15002019,5,5732.5,CP0096CAP,,10812.22,,10812.22,,5732.5,5732.5,0,0,
Lee Holdings PMTS 5-16,1,DO-F165-17005489,1,78360.99,,,124502.76,,124502.76,,78360.99,78360.99,0,0,
LF0009 Caliente 1,1,DO-F165-16002198,1,785238.59,,,870687.44,,870687.44,,785238.59,785238.59,0,0,
LF0009 Caliente 2,1,DO-F165-16002081,1,85675.61,,,440703.34,,440703.34,,85675.61,85675.61,0,0,
LF0009 Caliente 3FINAL,1,DO-F165-16002198,1,85448.85,,,870687.44,,870687.44,,85448.85,85448.85,0,0,
LF0009 Caliente 3FINAL,2,DO-F165-16002198,2,9807.12,,,9807.12,,9807.12,,9807.12,9807.12,0,0,
LF0009 Caliente 3FINAL,3,DO-F165-16002198,3,-7892.43,LF0009CAP,,-7892.43,,-7892.43,,-7892.43,-7892.43,0,0,LS
LF0009 Caruso Turley Scott 102580,1,CT-F165-16000062,1,6500,,,8000,,8000,,6500,6500,0,0,
LF0009 Pearson 26691,1,DO-F165-16002209R,1,6623.93,,,28075,,28075,,6623.93,6623.93,0,0,
LF0009 Pearson 9 & 10,1,DO-F165-16002209R,1,9800,,,28075,,28075,,9800,9800,0,0,
LF0011DRGC Valley Rain 9456-4v4,1,DO-F165-15009456,1,28360.54,,,473640.7,,473640.7,,28360.54,28360.54,0,0,
LF0011DRGC Valley Rain 9456-4v4,2,DO-F165-15009456,2,18923.53,,,18923.53,,18923.53,,18923.53,18923.53,0,0,
LF0011DRGC Valley Rain Pmts 1-3,1,DO-F165-15009456,1,445114,,,473474.54,,473474.54,,445114,445114,0,0,
LF0033 K08B Pay App 1,1,DO-F165-16010484,1,158303.6,LF0033K08B,,931427.28,,931427.28,,158303.6,158303.6,0,0,
LF0033ASH,1,DO-F165-16009157,1,19684,LF0033ASH,,20720,,20720,,19684,19684,0,0,
LF0033ASH Pay 2 Final,1,DO-F165-16009157,1,1036,LF0033ASH,,20720,,20720,,1036,1036,0,0,
LF0033ASH Pay 2 Final,2,DO-F165-16009157,2,2372.99,LF0033ASH,,2372.99,,2372.99,,2372.99,2372.99,0,0,
LF0033ASH2 PAY1 TALIS,1,DO-F165-17006341,1,337238.84,,,380038.84,,380038.84,,337238.84,337238.84,0,0,
LF0033ASH2 PAY2 TALIS,1,DO-F165-17006341,1,38800,,,380038.84,,380038.84,,38800,38800,0,0,
LF0033ASH2 PAY3 Final TALIS,1,DO-F165-17006341,1,4000,,,380038.84,,380038.84,,4000,4000,0,0,
LF0033ASH2 PAY3 Final TALIS,2,DO-F165-17006341,2,28255.29,LF0033ASH,,28255.29,,28255.29,,28255.29,28255.29,0,0,LS
LF0033BRWN Talis 4013-1,1,DO-F165-16004013,1,593333.88,,,593333.88,,593333.88,,593333.88,593333.88,0,0,
LF0033C08D Pay 1 Talis,1,DO-F165-16009036,1,135981.2,LF0033C08D,,953498.86,,953498.86,,135981.2,135981.2,0,0,
LF0033C08D Pay 2 Talis,1,DO-F165-16009036,1,764470.23,LF0033C08D,,953498.86,,953498.86,,764470.23,764470.23,0,0,
LF0033C08D Pay 3 Final Talis,1,DO-F165-16009036,1,22404.3,LF0033C08D,,953498.86,,953498.86,,22404.3,22404.3,0,0,
LF0033CG06 TALIS 1,1,DO-F165-18002328,1,190015,,,194935,,194935,,190015,190015,0,0,
LF0033CG06 Talis 2,1,DO-F165-18002328,1,1000,,,194935,,194935,,1000,1000,0,0,
LF0033CG06 Talis 2,2,DO-F165-18002328,2,931.08,,,931.08,,931.08,,931.08,931.08,0,0,LS
LF0033CONC Talis 2,1,DO-F165-16005810,1,93892.5,,,494326,,494326,,93892.5,93892.5,0,0,
LF0033CONC Talis 3,1,DO-F165-16005810,1,223789,,,494326,,494326,,223789,223789,0,0,
LF0033CONC Talis Pay 1,1,DO-F165-16005810,1,158944.5,,,494326,,494326,,158944.5,158944.5,0,0,
LF0033F04C Talis Pay 1,1,DO-F165-17008125,1,89832.68,,,422915.36,,422915.36,,89832.68,89832.68,0,0,LS
LF0033F04C Talis Pay 2,1,DO-F165-17008125,1,307739.29,,,422915.36,,422915.36,,307739.29,307739.29,0,0,LS
LF0033F05A Pay 1,1,DO-F165-16007453,1,790784.99,,,876592.62,,876592.62,,790784.99,790784.99,0,0,
LF0033F05A Pay 2 Final,1,DO-F165-16007453,1,85807.63,,,876592.62,,876592.62,,85807.63,85807.63,0,0,
LF0033F05A Pay 2 Final,2,DO-F165-16007453,2,-48393.83,LF0033F05A,,-48393.83,,-48393.83,,-48393.83,-48393.83,0,0,
LF0033F05D Talis Pay 1,2,DO-F165-16007978,1,0,LF0033CONC,,945212.3,,945212.3,,0,0,0,0,
LF0033F05D Talis Pay 1,1,DO-F165-16007978,1,920361.3,LF0033CONC,,945212.3,,945212.3,,920361.3,920361.3,0,0,
LF0033F05D Talis Pay 1,3,DO-F165-16007978,2,0,LF0033F05D,,-12500,,-12500,,0,0,0,0,LS
lf0033F05D Talis Pay 2 Final,1,DO-F165-16007978,1,24851,LF0033CONC,,945212.3,,945212.3,,24851,24851,0,0,
lf0033F05D Talis Pay 2 Final,2,DO-F165-16007978,2,-14500,LF0033F05D,,-12500,,-12500,,-14500,-14500,0,0,LS
LF0033-F09D Talis Pay 1,1,DO-F165-16004526,1,148202.63,,,833976.34,,833976.34,,148202.63,148202.63,0,0,
